,Item,Part,R/W,Category,Description,Data Type,Units,Min Value,Max Value
13409,2527,205,R,Leaf Y2-01,Records the magnitude of the lateral movement of the leaf.,signed 16-bit integer,mm/10 at isocentre,0.0,7679.0
13410,2527,206,R,Leaf Y2-01,The current currently being drawn by the motor.,unsigned 8-bit integer,1.03mA/bit,0.0,255.0
13411,2527,207,RW,Leaf Y2-01,The maximum current drawn by the motor.,unsigned 8-bit integer,1.03mA/bit,0.0,255.0
13412,2527,213,RW,Leaf Y2-01,Limits the available axis current.,unsigned 8-bit integer,ADC,0.0,255.0
13413,2527,215,RW,Leaf Y2-01,Count of the number of times the size of a leaf reflector is nearing its limit.,unsigned 16-bit integer,none,0.0,65535.0
13414,2527,216,R,Leaf Y2-01,Actual demand to motor.,signed 16-bit integer,motor demand,-32768.0,32767.0
13415,2527,218,R,Leaf Y2-01,Nominal calculated demand to motor.,signed 16-bit integer,motor demand,-32768.0,32767.0
13416,2527,219,R,Leaf Y2-01,Nominal calculated speed for dynamic moves.,signed 16-bit integer,10ths mms-1 at isocentre,-32768.0,32767.0
13417,2527,220,R,Leaf Y2-01,Current instantaneous positional error.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
13418,2527,223,R,Leaf Y2-01,Averaged positional error.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
13419,2527,227,R,Leaf Y2-01,Current positional tolerance.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
13420,2527,250,R,Leaf Y2-01,Distance to target position,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
13421,2527,254,R,Leaf Y2-01,The maximum value that the differential term inside the servo controller can reach.,signed 32-bit integer,gain in 1x10E-5,0.0,2147483647.0
13422,2527,255,R,Leaf Y2-01,The maximum value that the integral term inside the servo controller can build up to.,signed 32-bit integer,gain in 1x10E-5,0.0,2147483647.0
13423,2527,256,R,Leaf Y2-01,Maximum output value.,unsigned 16-bit integer,percent,0.0,100.0
13424,2527,257,R,Leaf Y2-01,An error will be raised by the servo controller if the difference between its setpoint and actual value is greater than this value.,signed 32-bit integer,micron at Leaf Bank,0.0,2147483647.0
13425,2527,300,R,Leaf Y2-01,The maximum velocity that can be achieved during a preplanned move.,unsigned 16-bit integer,100ths mms-1 at Leaf Bank,0.0,65535.0
13426,2527,301,R,Leaf Y2-01,The maximum rate of acceleration that can be achieved during a preplanned move.,unsigned 16-bit integer,100ths mms-2 at Leaf Bank,0.0,65535.0
13427,2527,302,R,Leaf Y2-01,Nominal distance between the leaf tip and the mechanical centre when a leaf is full extended and its dynamic leaf guide fully retracted.,signed 32-bit integer,micron at Leaf Bank,-2147483648.0,2147483647.0
13428,2527,308,R,Leaf Y2-01,Preloads the Integral term in the servo controller to compensate for a required offset in the output demand.,signed 32-bit integer,gain,0.0,2147483647.0
13429,2527,309,R,Leaf Y2-01,Outer limit for the servo controller deadband.,signed 32-bit integer,micron at Leaf Bank,0.0,2147483647.0
13430,2527,353,R,Leaf Y2-01,The current limit is set to its maximum for all output demand magnitudes less than or equal to the Stribeck Threshold.,unsigned 16-bit integer,percent,0.0,100.0
13431,2527,355,R,Leaf Y2-01,Y21 PCB Motor Drive Power Enable.,unsigned 8-bit integer,C boolean,0.0,1.0
13432,2527,368,R,Leaf Y2-01,Number of detected pixels in a leaf reflector.,unsigned 16-bit integer,pixel,0.0,65535.0
13433,2527,387,R,Leaf Y2-01,TRUE when the servo controller monitors its closed loop performance.,unsigned 8-bit integer,C boolean,0.0,1.0
13434,2527,401,RW,Leaf Y2-01,Constant term in optics distortion polynomial.,signed 32-bit integer,gain,-2147483648.0,2147483647.0
13435,2527,404,R,Leaf Y2-01,Permits the disabling of an axis to be delayed when the servo controller moves out of open or closed loop control.,signed 32-bit integer,ms,0.0,2147483647.0
13436,2528,101,R,Leaf Y2-01,The position of the centre of the leaf reflector along its video line.,signed 16-bit integer,pixel/10,0.0,7679.0
13437,2528,107,RW,Leaf Y2-01,Gain used to convert calculated demand to motor to actual demand.,signed 16-bit integer,gain expressed as ratio of 2048,-32768.0,32767.0
13438,2528,111,R,Leaf Y2-01,The position of the leaf tip.,signed 16-bit integer,mm/100 at Leaf Bank,0.0,7679.0
13439,2528,112,RW,Leaf Y2-01,Step start position.,signed 16-bit integer,mm/10 at isocentre,-2000.0,1500.0
13440,2528,113,RW,Leaf Y2-01,Step stop position.,signed 16-bit integer,mm/10 at isocentre,-2000.0,1500.0
13441,2528,114,R,Leaf Y2-01,Error/Warning flags (active high): b0 - Out of position; b1 - Reflector not found.,unsigned 8-bit integer,flags,0.0,255.0
13442,2528,115,RW,Leaf Y2-01,Actual demand to motor.,signed 8-bit integer,motor demand,-128.0,127.0
13443,2528,121,R,Leaf Y2-01,Inner limit for the servo controller deadband.,signed 32-bit integer,micron at Leaf Bank,0.0,2147483647.0
13444,2528,122,R,Leaf Y2-01,Maximum output from the servo controller.,signed 32-bit integer,TBA,0.0,100.0
13445,2528,129,R,Leaf Y2-01,The position of the leaf tip.,signed 16-bit integer,mm/10 at isocentre,-2000.0,1500.0
13446,2528,133,R,Leaf Y2-01,Gain to convert pixels to microns.,signed 32-bit integer,gain in 1x10E-5,-2147483648.0,2147483647.0
13447,2528,136,R,Leaf Y2-01,"Compensates for a deadband in the drive chain (includes servo electronics, motor, stiction).",unsigned 16-bit integer,percent,0.0,100.0
13448,2528,137,R,Leaf Y2-01,"If the servo controller remains within its deadband for the specified timeout, then it is considered to be at its setpoint and may get disabled.",signed 32-bit integer,ms,0.0,2147483647.0
13449,2528,150,RW,Leaf Y2-01,Workflow set gain to adjust the radiation mapping.,signed 32-bit integer,TBA,-2147483648.0,-2147483648.0
13450,2528,152,RW,Leaf Y2-01,Workflow set offset to adjust the radiation mapping.,signed 32-bit integer,TBA,-2147483648.0,-2147483648.0
13451,2528,154,RW,Leaf Y2-01,Offset between the centre of the marker object and the leaf tip.,signed 32-bit integer,micron at Leaf Bank,-2147483648.0,2147483647.0
13452,2528,161,R,Leaf Y2-01,Time that a sensor loss error must persist for before being reported.,signed 32-bit integer,ms,0.0,2147483647.0
13453,2528,162,R,Leaf Y2-01,The bias applied to the actuator output value.,signed 16-bit integer,percent,0.0,100.0
13454,2528,163,R,Leaf Y2-01,Lowest value for the current limit.,unsigned 16-bit integer,mA,0.0,65535.0
13455,2528,164,R,Leaf Y2-01,Highest value for the current limit.,unsigned 16-bit integer,mA,0.0,65535.0
13456,2528,165,R,Leaf Y2-01,Time that the actuator is in current limit before an error is reported.,unsigned 16-bit integer,ms,0.0,65535.0
13457,2528,168,RW,Leaf Y2-01,Set to TRUE to enable the motor.,unsigned 8-bit integer,C boolean,0.0,1.0
13458,2528,172,RW,Leaf Y2-01,Reflector width,unsigned 16-bit integer,pixel,1.0,50.0
13459,2528,185,RW,Leaf Y2-01,Least-significant WORD of leaf travel coarse.,unsigned 16-bit integer,cm at isocentre,0.0,65535.0
13460,2528,186,RW,Leaf Y2-01,Most-significant WORD of leaf travel coarse.,unsigned 16-bit integer,cm at isocentre,0.0,65535.0
13461,2528,187,R,Leaf Y2-01,Leaf travel fine.,unsigned 16-bit integer,mm/10 at isocentre,0.0,100.0
13462,2528,192,R,Leaf Y2-01,Leaf reflector width.,unsigned 16-bit integer,pixel,0.0,65535.0
13463,2528,193,R,Leaf Y2-01,Leaf reflector height.,unsigned 16-bit integer,pixel,0.0,65535.0
13464,2528,195,R,Leaf Y2-01,Leaf desired position.,signed 16-bit integer,mm/100 at Leaf Bank,-32768.0,-32768.0
13465,2528,196,R,Leaf Y2-01,Leaf desired position.,signed 16-bit integer,mm/10 at isocentre,-2000.0,1500.0
13466,2528,197,RW,Leaf Y2-01,Least-significant WORD of count of number of times motor has been energised.,unsigned 16-bit integer,none,0.0,65535.0
13467,2528,198,RW,Leaf Y2-01,Most-significant WORD of count of number of times motor has been energised.,unsigned 16-bit integer,none,0.0,65535.0
13468,2528,200,RW,Leaf Y2-01,Count of the number of times the leaf reflector can't be found.,unsigned 16-bit integer,none,0.0,65535.0
13469,2528,201,RW,Leaf Y2-01,Minimum number of pixels that must be detected to identify a leaf reflector.,unsigned 16-bit integer,pixel,0.0,65535.0
13470,2528,202,RW,Leaf Y2-01,Maximum number of pixels that can be detected to identify a leaf reflector.,unsigned 16-bit integer,pixel,0.0,65535.0
13471,2528,205,R,Leaf Y2-01,Records the magnitude of the lateral movement of the leaf.,signed 16-bit integer,mm/10 at isocentre,0.0,7679.0
13472,2528,206,R,Leaf Y2-01,The current currently being drawn by the motor.,unsigned 8-bit integer,1.03mA/bit,0.0,255.0
13473,2528,207,RW,Leaf Y2-01,The maximum current drawn by the motor.,unsigned 8-bit integer,1.03mA/bit,0.0,255.0
13474,2528,213,RW,Leaf Y2-01,Limits the available axis current.,unsigned 8-bit integer,ADC,0.0,255.0
13475,2528,215,RW,Leaf Y2-01,Count of the number of times the size of a leaf reflector is nearing its limit.,unsigned 16-bit integer,none,0.0,65535.0
13476,2528,216,R,Leaf Y2-01,Actual demand to motor.,signed 16-bit integer,motor demand,-32768.0,32767.0
13477,2528,218,R,Leaf Y2-01,Nominal calculated demand to motor.,signed 16-bit integer,motor demand,-32768.0,32767.0
13478,2528,219,R,Leaf Y2-01,Nominal calculated speed for dynamic moves.,signed 16-bit integer,10ths mms-1 at isocentre,-32768.0,32767.0
13479,2528,220,R,Leaf Y2-01,Current instantaneous positional error.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
13480,2528,223,R,Leaf Y2-01,Averaged positional error.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
13481,2528,227,R,Leaf Y2-01,Current positional tolerance.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
13482,2528,250,R,Leaf Y2-01,Distance to target position,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
13483,2528,254,R,Leaf Y2-01,The maximum value that the differential term inside the servo controller can reach.,signed 32-bit integer,gain in 1x10E-5,0.0,2147483647.0
13484,2528,255,R,Leaf Y2-01,The maximum value that the integral term inside the servo controller can build up to.,signed 32-bit integer,gain in 1x10E-5,0.0,2147483647.0
13485,2528,256,R,Leaf Y2-01,Maximum output value.,unsigned 16-bit integer,percent,0.0,100.0
13486,2528,257,R,Leaf Y2-01,An error will be raised by the servo controller if the difference between its setpoint and actual value is greater than this value.,signed 32-bit integer,micron at Leaf Bank,0.0,2147483647.0
13487,2528,300,R,Leaf Y2-01,The maximum velocity that can be achieved during a preplanned move.,unsigned 16-bit integer,100ths mms-1 at Leaf Bank,0.0,65535.0
13488,2528,301,R,Leaf Y2-01,The maximum rate of acceleration that can be achieved during a preplanned move.,unsigned 16-bit integer,100ths mms-2 at Leaf Bank,0.0,65535.0
13489,2528,302,R,Leaf Y2-01,Nominal distance between the leaf tip and the mechanical centre when a leaf is full extended and its dynamic leaf guide fully retracted.,signed 32-bit integer,micron at Leaf Bank,-2147483648.0,2147483647.0
13490,2528,308,R,Leaf Y2-01,Preloads the Integral term in the servo controller to compensate for a required offset in the output demand.,signed 32-bit integer,gain,0.0,2147483647.0
13491,2528,309,R,Leaf Y2-01,Outer limit for the servo controller deadband.,signed 32-bit integer,micron at Leaf Bank,0.0,2147483647.0
13492,2528,353,R,Leaf Y2-01,The current limit is set to its maximum for all output demand magnitudes less than or equal to the Stribeck Threshold.,unsigned 16-bit integer,percent,0.0,100.0
13493,2528,355,R,Leaf Y2-01,Y21 PCB Motor Drive Power Enable.,unsigned 8-bit integer,C boolean,0.0,1.0
13494,2528,368,R,Leaf Y2-01,Number of detected pixels in a leaf reflector.,unsigned 16-bit integer,pixel,0.0,65535.0
13495,2528,387,R,Leaf Y2-01,TRUE when the servo controller monitors its closed loop performance.,unsigned 8-bit integer,C boolean,0.0,1.0
13496,2528,401,RW,Leaf Y2-01,Constant term in optics distortion polynomial.,signed 32-bit integer,gain,-2147483648.0,2147483647.0
13497,2528,404,R,Leaf Y2-01,Permits the disabling of an axis to be delayed when the servo controller moves out of open or closed loop control.,signed 32-bit integer,ms,0.0,2147483647.0
13498,2529,101,R,Leaf Y2-01,The position of the centre of the leaf reflector along its video line.,signed 16-bit integer,pixel/10,0.0,7679.0
13499,2529,107,RW,Leaf Y2-01,Gain used to convert calculated demand to motor to actual demand.,signed 16-bit integer,gain expressed as ratio of 2048,-32768.0,32767.0
13500,2529,111,R,Leaf Y2-01,The position of the leaf tip.,signed 16-bit integer,mm/100 at Leaf Bank,0.0,7679.0
13501,2529,112,RW,Leaf Y2-01,Step start position.,signed 16-bit integer,mm/10 at isocentre,-2000.0,1500.0
13502,2529,113,RW,Leaf Y2-01,Step stop position.,signed 16-bit integer,mm/10 at isocentre,-2000.0,1500.0
13503,2529,114,R,Leaf Y2-01,Error/Warning flags (active high): b0 - Out of position; b1 - Reflector not found.,unsigned 8-bit integer,flags,0.0,255.0
13504,2529,115,RW,Leaf Y2-01,Actual demand to motor.,signed 8-bit integer,motor demand,-128.0,127.0
13505,2529,121,R,Leaf Y2-01,Inner limit for the servo controller deadband.,signed 32-bit integer,micron at Leaf Bank,0.0,2147483647.0
13506,2529,122,R,Leaf Y2-01,Maximum output from the servo controller.,signed 32-bit integer,TBA,0.0,100.0
13507,2529,129,R,Leaf Y2-01,The position of the leaf tip.,signed 16-bit integer,mm/10 at isocentre,-2000.0,1500.0
13508,2529,133,R,Leaf Y2-01,Gain to convert pixels to microns.,signed 32-bit integer,gain in 1x10E-5,-2147483648.0,2147483647.0
13509,2529,136,R,Leaf Y2-01,"Compensates for a deadband in the drive chain (includes servo electronics, motor, stiction).",unsigned 16-bit integer,percent,0.0,100.0
13510,2529,137,R,Leaf Y2-01,"If the servo controller remains within its deadband for the specified timeout, then it is considered to be at its setpoint and may get disabled.",signed 32-bit integer,ms,0.0,2147483647.0
13511,2529,150,RW,Leaf Y2-01,Workflow set gain to adjust the radiation mapping.,signed 32-bit integer,TBA,-2147483648.0,-2147483648.0
13512,2529,152,RW,Leaf Y2-01,Workflow set offset to adjust the radiation mapping.,signed 32-bit integer,TBA,-2147483648.0,-2147483648.0
13513,2529,154,RW,Leaf Y2-01,Offset between the centre of the marker object and the leaf tip.,signed 32-bit integer,micron at Leaf Bank,-2147483648.0,2147483647.0
13514,2529,161,R,Leaf Y2-01,Time that a sensor loss error must persist for before being reported.,signed 32-bit integer,ms,0.0,2147483647.0
13515,2529,162,R,Leaf Y2-01,The bias applied to the actuator output value.,signed 16-bit integer,percent,0.0,100.0
13516,2529,163,R,Leaf Y2-01,Lowest value for the current limit.,unsigned 16-bit integer,mA,0.0,65535.0
13517,2529,164,R,Leaf Y2-01,Highest value for the current limit.,unsigned 16-bit integer,mA,0.0,65535.0
13518,2529,165,R,Leaf Y2-01,Time that the actuator is in current limit before an error is reported.,unsigned 16-bit integer,ms,0.0,65535.0
13519,2529,168,RW,Leaf Y2-01,Set to TRUE to enable the motor.,unsigned 8-bit integer,C boolean,0.0,1.0
13520,2529,172,RW,Leaf Y2-01,Reflector width,unsigned 16-bit integer,pixel,1.0,50.0
13521,2529,185,RW,Leaf Y2-01,Least-significant WORD of leaf travel coarse.,unsigned 16-bit integer,cm at isocentre,0.0,65535.0
13522,2529,186,RW,Leaf Y2-01,Most-significant WORD of leaf travel coarse.,unsigned 16-bit integer,cm at isocentre,0.0,65535.0
13523,2529,187,R,Leaf Y2-01,Leaf travel fine.,unsigned 16-bit integer,mm/10 at isocentre,0.0,100.0
13524,2529,192,R,Leaf Y2-01,Leaf reflector width.,unsigned 16-bit integer,pixel,0.0,65535.0
13525,2529,193,R,Leaf Y2-01,Leaf reflector height.,unsigned 16-bit integer,pixel,0.0,65535.0
13526,2529,195,R,Leaf Y2-01,Leaf desired position.,signed 16-bit integer,mm/100 at Leaf Bank,-32768.0,-32768.0
13527,2529,196,R,Leaf Y2-01,Leaf desired position.,signed 16-bit integer,mm/10 at isocentre,-2000.0,1500.0
13528,2529,197,RW,Leaf Y2-01,Least-significant WORD of count of number of times motor has been energised.,unsigned 16-bit integer,none,0.0,65535.0
13529,2529,198,RW,Leaf Y2-01,Most-significant WORD of count of number of times motor has been energised.,unsigned 16-bit integer,none,0.0,65535.0
13530,2529,200,RW,Leaf Y2-01,Count of the number of times the leaf reflector can't be found.,unsigned 16-bit integer,none,0.0,65535.0
13531,2529,201,RW,Leaf Y2-01,Minimum number of pixels that must be detected to identify a leaf reflector.,unsigned 16-bit integer,pixel,0.0,65535.0
13532,2529,202,RW,Leaf Y2-01,Maximum number of pixels that can be detected to identify a leaf reflector.,unsigned 16-bit integer,pixel,0.0,65535.0
13533,2529,205,R,Leaf Y2-01,Records the magnitude of the lateral movement of the leaf.,signed 16-bit integer,mm/10 at isocentre,0.0,7679.0
13534,2529,206,R,Leaf Y2-01,The current currently being drawn by the motor.,unsigned 8-bit integer,1.03mA/bit,0.0,255.0
13535,2529,207,RW,Leaf Y2-01,The maximum current drawn by the motor.,unsigned 8-bit integer,1.03mA/bit,0.0,255.0
13536,2529,213,RW,Leaf Y2-01,Limits the available axis current.,unsigned 8-bit integer,ADC,0.0,255.0
13537,2529,215,RW,Leaf Y2-01,Count of the number of times the size of a leaf reflector is nearing its limit.,unsigned 16-bit integer,none,0.0,65535.0
13538,2529,216,R,Leaf Y2-01,Actual demand to motor.,signed 16-bit integer,motor demand,-32768.0,32767.0
13539,2529,218,R,Leaf Y2-01,Nominal calculated demand to motor.,signed 16-bit integer,motor demand,-32768.0,32767.0
13540,2529,219,R,Leaf Y2-01,Nominal calculated speed for dynamic moves.,signed 16-bit integer,10ths mms-1 at isocentre,-32768.0,32767.0
13541,2529,220,R,Leaf Y2-01,Current instantaneous positional error.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
13542,2529,223,R,Leaf Y2-01,Averaged positional error.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
13543,2529,227,R,Leaf Y2-01,Current positional tolerance.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
13544,2529,250,R,Leaf Y2-01,Distance to target position,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
13545,2529,254,R,Leaf Y2-01,The maximum value that the differential term inside the servo controller can reach.,signed 32-bit integer,gain in 1x10E-5,0.0,2147483647.0
13546,2529,255,R,Leaf Y2-01,The maximum value that the integral term inside the servo controller can build up to.,signed 32-bit integer,gain in 1x10E-5,0.0,2147483647.0
13547,2529,256,R,Leaf Y2-01,Maximum output value.,unsigned 16-bit integer,percent,0.0,100.0
13548,2529,257,R,Leaf Y2-01,An error will be raised by the servo controller if the difference between its setpoint and actual value is greater than this value.,signed 32-bit integer,micron at Leaf Bank,0.0,2147483647.0
13549,2529,300,R,Leaf Y2-01,The maximum velocity that can be achieved during a preplanned move.,unsigned 16-bit integer,100ths mms-1 at Leaf Bank,0.0,65535.0
13550,2529,301,R,Leaf Y2-01,The maximum rate of acceleration that can be achieved during a preplanned move.,unsigned 16-bit integer,100ths mms-2 at Leaf Bank,0.0,65535.0
13551,2529,302,R,Leaf Y2-01,Nominal distance between the leaf tip and the mechanical centre when a leaf is full extended and its dynamic leaf guide fully retracted.,signed 32-bit integer,micron at Leaf Bank,-2147483648.0,2147483647.0
13552,2529,308,R,Leaf Y2-01,Preloads the Integral term in the servo controller to compensate for a required offset in the output demand.,signed 32-bit integer,gain,0.0,2147483647.0
13553,2529,309,R,Leaf Y2-01,Outer limit for the servo controller deadband.,signed 32-bit integer,micron at Leaf Bank,0.0,2147483647.0
13554,2529,353,R,Leaf Y2-01,The current limit is set to its maximum for all output demand magnitudes less than or equal to the Stribeck Threshold.,unsigned 16-bit integer,percent,0.0,100.0
13555,2529,355,R,Leaf Y2-01,Y21 PCB Motor Drive Power Enable.,unsigned 8-bit integer,C boolean,0.0,1.0
13556,2529,368,R,Leaf Y2-01,Number of detected pixels in a leaf reflector.,unsigned 16-bit integer,pixel,0.0,65535.0
13557,2529,387,R,Leaf Y2-01,TRUE when the servo controller monitors its closed loop performance.,unsigned 8-bit integer,C boolean,0.0,1.0
13558,2529,401,RW,Leaf Y2-01,Constant term in optics distortion polynomial.,signed 32-bit integer,gain,-2147483648.0,2147483647.0
13559,2529,404,R,Leaf Y2-01,Permits the disabling of an axis to be delayed when the servo controller moves out of open or closed loop control.,signed 32-bit integer,ms,0.0,2147483647.0
13560,2530,101,R,Leaf Y2-01,The position of the centre of the leaf reflector along its video line.,signed 16-bit integer,pixel/10,0.0,7679.0
13561,2530,107,RW,Leaf Y2-01,Gain used to convert calculated demand to motor to actual demand.,signed 16-bit integer,gain expressed as ratio of 2048,-32768.0,32767.0
13562,2530,111,R,Leaf Y2-01,The position of the leaf tip.,signed 16-bit integer,mm/100 at Leaf Bank,0.0,7679.0
13563,2530,112,RW,Leaf Y2-01,Step start position.,signed 16-bit integer,mm/10 at isocentre,-2000.0,1500.0
13564,2530,113,RW,Leaf Y2-01,Step stop position.,signed 16-bit integer,mm/10 at isocentre,-2000.0,1500.0
13565,2530,114,R,Leaf Y2-01,Error/Warning flags (active high): b0 - Out of position; b1 - Reflector not found.,unsigned 8-bit integer,flags,0.0,255.0
13566,2530,115,RW,Leaf Y2-01,Actual demand to motor.,signed 8-bit integer,motor demand,-128.0,127.0
13567,2530,121,R,Leaf Y2-01,Inner limit for the servo controller deadband.,signed 32-bit integer,micron at Leaf Bank,0.0,2147483647.0
13568,2530,122,R,Leaf Y2-01,Maximum output from the servo controller.,signed 32-bit integer,TBA,0.0,100.0
13569,2530,129,R,Leaf Y2-01,The position of the leaf tip.,signed 16-bit integer,mm/10 at isocentre,-2000.0,1500.0
13570,2530,133,R,Leaf Y2-01,Gain to convert pixels to microns.,signed 32-bit integer,gain in 1x10E-5,-2147483648.0,2147483647.0
13571,2530,136,R,Leaf Y2-01,"Compensates for a deadband in the drive chain (includes servo electronics, motor, stiction).",unsigned 16-bit integer,percent,0.0,100.0
13572,2530,137,R,Leaf Y2-01,"If the servo controller remains within its deadband for the specified timeout, then it is considered to be at its setpoint and may get disabled.",signed 32-bit integer,ms,0.0,2147483647.0
13573,2530,150,RW,Leaf Y2-01,Workflow set gain to adjust the radiation mapping.,signed 32-bit integer,TBA,-2147483648.0,-2147483648.0
13574,2530,152,RW,Leaf Y2-01,Workflow set offset to adjust the radiation mapping.,signed 32-bit integer,TBA,-2147483648.0,-2147483648.0
13575,2530,154,RW,Leaf Y2-01,Offset between the centre of the marker object and the leaf tip.,signed 32-bit integer,micron at Leaf Bank,-2147483648.0,2147483647.0
13576,2530,161,R,Leaf Y2-01,Time that a sensor loss error must persist for before being reported.,signed 32-bit integer,ms,0.0,2147483647.0
13577,2530,162,R,Leaf Y2-01,The bias applied to the actuator output value.,signed 16-bit integer,percent,0.0,100.0
13578,2530,163,R,Leaf Y2-01,Lowest value for the current limit.,unsigned 16-bit integer,mA,0.0,65535.0
13579,2530,164,R,Leaf Y2-01,Highest value for the current limit.,unsigned 16-bit integer,mA,0.0,65535.0
13580,2530,165,R,Leaf Y2-01,Time that the actuator is in current limit before an error is reported.,unsigned 16-bit integer,ms,0.0,65535.0
13581,2530,168,RW,Leaf Y2-01,Set to TRUE to enable the motor.,unsigned 8-bit integer,C boolean,0.0,1.0
13582,2530,172,RW,Leaf Y2-01,Reflector width,unsigned 16-bit integer,pixel,1.0,50.0
13583,2530,185,RW,Leaf Y2-01,Least-significant WORD of leaf travel coarse.,unsigned 16-bit integer,cm at isocentre,0.0,65535.0
13584,2530,186,RW,Leaf Y2-01,Most-significant WORD of leaf travel coarse.,unsigned 16-bit integer,cm at isocentre,0.0,65535.0
13585,2530,187,R,Leaf Y2-01,Leaf travel fine.,unsigned 16-bit integer,mm/10 at isocentre,0.0,100.0
13586,2530,192,R,Leaf Y2-01,Leaf reflector width.,unsigned 16-bit integer,pixel,0.0,65535.0
13587,2530,193,R,Leaf Y2-01,Leaf reflector height.,unsigned 16-bit integer,pixel,0.0,65535.0
13588,2530,195,R,Leaf Y2-01,Leaf desired position.,signed 16-bit integer,mm/100 at Leaf Bank,-32768.0,-32768.0
13589,2530,196,R,Leaf Y2-01,Leaf desired position.,signed 16-bit integer,mm/10 at isocentre,-2000.0,1500.0
13590,2530,197,RW,Leaf Y2-01,Least-significant WORD of count of number of times motor has been energised.,unsigned 16-bit integer,none,0.0,65535.0
13591,2530,198,RW,Leaf Y2-01,Most-significant WORD of count of number of times motor has been energised.,unsigned 16-bit integer,none,0.0,65535.0
13592,2530,200,RW,Leaf Y2-01,Count of the number of times the leaf reflector can't be found.,unsigned 16-bit integer,none,0.0,65535.0
13593,2530,201,RW,Leaf Y2-01,Minimum number of pixels that must be detected to identify a leaf reflector.,unsigned 16-bit integer,pixel,0.0,65535.0
13594,2530,202,RW,Leaf Y2-01,Maximum number of pixels that can be detected to identify a leaf reflector.,unsigned 16-bit integer,pixel,0.0,65535.0
13595,2530,205,R,Leaf Y2-01,Records the magnitude of the lateral movement of the leaf.,signed 16-bit integer,mm/10 at isocentre,0.0,7679.0
13596,2530,206,R,Leaf Y2-01,The current currently being drawn by the motor.,unsigned 8-bit integer,1.03mA/bit,0.0,255.0
13597,2530,207,RW,Leaf Y2-01,The maximum current drawn by the motor.,unsigned 8-bit integer,1.03mA/bit,0.0,255.0
13598,2530,213,RW,Leaf Y2-01,Limits the available axis current.,unsigned 8-bit integer,ADC,0.0,255.0
13599,2530,215,RW,Leaf Y2-01,Count of the number of times the size of a leaf reflector is nearing its limit.,unsigned 16-bit integer,none,0.0,65535.0
13600,2530,216,R,Leaf Y2-01,Actual demand to motor.,signed 16-bit integer,motor demand,-32768.0,32767.0
13601,2530,218,R,Leaf Y2-01,Nominal calculated demand to motor.,signed 16-bit integer,motor demand,-32768.0,32767.0
13602,2530,219,R,Leaf Y2-01,Nominal calculated speed for dynamic moves.,signed 16-bit integer,10ths mms-1 at isocentre,-32768.0,32767.0
13603,2530,220,R,Leaf Y2-01,Current instantaneous positional error.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
13604,2530,223,R,Leaf Y2-01,Averaged positional error.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
13605,2530,227,R,Leaf Y2-01,Current positional tolerance.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
13606,2530,250,R,Leaf Y2-01,Distance to target position,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
13607,2530,254,R,Leaf Y2-01,The maximum value that the differential term inside the servo controller can reach.,signed 32-bit integer,gain in 1x10E-5,0.0,2147483647.0
13608,2530,255,R,Leaf Y2-01,The maximum value that the integral term inside the servo controller can build up to.,signed 32-bit integer,gain in 1x10E-5,0.0,2147483647.0
13609,2530,256,R,Leaf Y2-01,Maximum output value.,unsigned 16-bit integer,percent,0.0,100.0
13610,2530,257,R,Leaf Y2-01,An error will be raised by the servo controller if the difference between its setpoint and actual value is greater than this value.,signed 32-bit integer,micron at Leaf Bank,0.0,2147483647.0
13611,2530,300,R,Leaf Y2-01,The maximum velocity that can be achieved during a preplanned move.,unsigned 16-bit integer,100ths mms-1 at Leaf Bank,0.0,65535.0
13612,2530,301,R,Leaf Y2-01,The maximum rate of acceleration that can be achieved during a preplanned move.,unsigned 16-bit integer,100ths mms-2 at Leaf Bank,0.0,65535.0
13613,2530,302,R,Leaf Y2-01,Nominal distance between the leaf tip and the mechanical centre when a leaf is full extended and its dynamic leaf guide fully retracted.,signed 32-bit integer,micron at Leaf Bank,-2147483648.0,2147483647.0
13614,2530,308,R,Leaf Y2-01,Preloads the Integral term in the servo controller to compensate for a required offset in the output demand.,signed 32-bit integer,gain,0.0,2147483647.0
13615,2530,309,R,Leaf Y2-01,Outer limit for the servo controller deadband.,signed 32-bit integer,micron at Leaf Bank,0.0,2147483647.0
