,Urgentie,Type,Machine,User,Storingsinfo,Status,Meldtijd,Lev.
,Acuut,Versneller,Linac 4 Oud (105855),PDB,"uniformaty, ging vanzelf over in een reset required",-,05/08/2010,0
,Acuut,Overig,Linac 4 Oud (105855),PDB,"epi-paneel wordt slechter. Drie dikke strepen over het midden van de foto. ||Elekta geinformeerd, komen binnenkort langs",-,05/08/2010,1
,,Iview,,,,,,
,Acuut,TCSA,Linac 1 Oud (105672),THK,Sinds vorige week is het bijna niet mogelijk om TCSA te gebruiken. Dus dat is inmiddels al heeeeel vaak voorgevallen. Niet werkbaar! USB-Netwerk adapter valt soms uit.(zat op Icom netwerk),-,04/08/2010,0
,Acuut,,Linac 2 Oud (105888),HPW,interface connection,-,03/08/2010,0
,Acuut,,Linac 1 Oud (105672),HIZ,fine pot ofsett y1,-,03/08/2010,0
,Acuut,Tafel,Linac 2 Oud (105888),BRR,de balk is volgens mij stuk ik kan hem bijna niet meer naar binnen draaien willen jullie er even naar kijken en misschien wel repareren,-,02/08/2010,0
,Acuut,Theraview,Linac 2 Oud (105888),HIZ,theraview zet TCSA niet klaar: not connected,-,02/08/2010,0
,,TCSA,,,,,,
,Acuut,visir,Linac 2 Oud (105888),BRR,com.error,-,30/07/2010,0
,,LCS,,,,,,
,Acuut,Versneller,Linac 4 Oud (105855),THK,3x reset required achter elkaar bij het instralen.||Opstart verschijnsel,-,23/07/2010,0
,Acuut,Overig,Linac 2 Oud (105888),THK,vrijgave status nog steeds rood. Kan dit opgelost worden? (IP adres van deze PC nog niet aanwezig in de machine bij IP lijst. vd onderhoudswebsite.),-,22/07/2010,0
,Acuut,Tafel,Linac 4 Oud (105855),THK,laterale tafelbeweging doet het weer niet. 3de keer deze week!,-,21/07/2010,0
,Acuut,,Linac 2 Oud (105888),BRR,het melinex is stuk er zitten bovendien wel erg scherpe randen aan. kunnen jullie daar nog iets aan doen?,-,20/07/2010,0
,Preventief,,Linac 2 Oud (105888),REH,Het epid paneel (volgens Marjion Lutter Panneeel) begint weer blokken te vertonen... al gemeld aan Henry,-,16/07/2010,0
,Acuut,,Linac 2 Oud (105888),MAL,"Diafragma rotatie, closed",-,12/07/2010,0
,Acuut,,Linac 4 Oud (105855),BBC,"TCSA gaf foutmelding zodat de verschuiving niet uitgevoerd kon worden. Melding ""TCSA-timer inhibit"" bleef in beeld.",-,06/07/2010,0
,Acuut,,Linac 1 Oud (105672),MKV,1V ref,-,05/07/2010,0
,Acuut,,Linac 4 Oud (105855),HHS,"Coll, lockd 2 keer",-,01/07/2010,0
,Acuut,,Linac 2 Oud (105888),KIC,elke dag bij het laatste bestralingsveld van Hr Meijer (5063230)blijft er een leaf (X1) hangen.,-,01/07/2010,0
,Acuut,,Linac 1 Oud (105672),THK,"communication error wil niet weg, van alles geprobeerd.",-,01/07/2010,0
,Acuut,,Linac 4 Oud (105855),THK,table clutch. In de laterale beweging van de tafel zit bijna geen beweging of helemaal geen beweging.,-,01/07/2010,0
,Acuut,Theraview,Linac 2 Oud (105888),ANR,saggingcorrection/ storing theraview bij tcsa zie melding 25-6-2010,-,25/06/2010,0
,,Iview,,,,,,
,Acuut,,Linac 1 Oud (105672),REH,Bij ingeklapt epipannel gaat deze pieppen bij gantry rotatie (90 of 270) alleen op te lossen door t.g. override en dan epipaneel uitklappen. 2x achter elkaar gehad Gerard weet ervan,-,25/06/2010,0
,Acuut,,Linac 4 Oud (105855),AVN,reset required tijdens instralen 3*,-,25/06/2010,0
,Acuut,,Linac 4 Oud (105855),MAL,Bij volgende patient blijft de versneller soms staan op de vorige patient.,-,23/06/2010,0
,Acuut,,Linac 4 Oud (105855),IBO,HTCB,-,23/06/2010,0
,Acuut,,Linac 2 Oud (105888),JEK,"blauw balkje loopt niet vol tijdens bestraling, veld niet geregistreerd. Na afloop veld vraagt visir: download current beam again? Ptnr: 100468, veld 6",-,21/06/2010,0
,Acuut,,Linac 4 Oud (105855),MAL,1 V,-,18/06/2010,0
,Acuut,,Linac 4 Oud (105855),IBO,Dose rate error + reset required,-,16/06/2010,0
,Acuut,,Linac 2 Oud (105888),INV,MLC storing bij mw. Tennekes (zelfde veld als gisteren),-,15/06/2010,0
,Acuut,,Linac 2 Oud (105888),JEK,"bij instralen 1e veld (veldcontrole): 2x reset req. vervolgens straalt hij alle ME`s zonder dat het ""blauwe balkje"" vol loopt, geeft dan de melding download current beam again en het veld is niet geregistreerd en kan opnieuw gestraald worden!",-,15/06/2010,0
,Acuut,,Linac 4 Oud (105855),JEK,laterale tafelbeweging doet het niet,-,15/06/2010,0
,Acuut,,Linac 4 Oud (105855),MAL,Uniformity,-,14/06/2010,0
,Acuut,versnellerkop,Linac 2 Oud (105888),JEK,"external inhibit (mlc bleef ""hangen"")",-,14/06/2010,0
,Acuut,Tafel,Linac 1 Oud (105672),PDB,"TCSA out off tolerance, de longitudinale verschuiving ligt buiten de maximale verschuiving van de TCSA. Tafel kan wel verder schuiven maar dat is waarschijnlijk niet gemeten/gecallibreerd????? Patient(0469665) opnieuw gepositioneerd boven het luik. Me",-,11/06/2010,0
,,TCSA,,,,,,
,Acuut,,Linac 4 Oud (105855),MKV,Laterale tafelbeweging doet het niet aan beide kanten van de tafel.,-,08/06/2010,0
,Acuut,,Linac 1 Oud (105672),henry,Diaphragma rotaties buiten limiet. 182.62 graden,-,08/06/2010,0
,Acuut,,Linac 4 Oud (105855),MAL,"BLOKKERIG PATROON epi-OPNAMEN. Koop maar nieuw panelen, volgende week ophangen.",-,03/06/2010,0
,Acuut,visir,Linac 2 Oud (105888),JEK,bij opstarten kwam kon ik 2x veld 3 (6mv) na de 1e keer verscheen de melding download rest beam alsof de bundel nog helemaal niet gestraald en geregistreerd was,-,01/06/2010,0
,,LCS,,,,,,
,Acuut,Versneller,Linac 4 Oud (105855),MAL,Uniformity,-,31/05/2010,0
,Acuut,,Linac 2 Oud (105888),HIZ,5x reset required bv zommar tijdens draaien van gantry en bij patient klaar tafel wil niet naar beneden,-,31/05/2010,0
,Acuut,,Linac 1 Oud (105672),THK,communication error; versneller start helemaal niet. menig keer opnieuw ingelogd,-,28/05/2010,0
,Acuut,visir,Linac 2 Oud (105888),REH,Euh tijdens het stralen viel Visir uit terwijl de LCS aan het stralen was. Aangezien het veld voledig geladen was in de LCS ging de bestraling gewoon door. Visir heeft het gegeven veld niet geregistreed (al voor gecorrigeerd),-,26/05/2010,0
,,LCS,,,,,,
,Acuut,visir,Linac 2 Oud (105888),HPW,iCom client disconnect external inhibit,-,21/05/2010,0
,,LCS,,,,,,
,Acuut,visir,Linac 4 Oud (105855),ST2,Interface communication error,-,20/05/2010,0
,,LCS,,,,,,
,Acuut,,Linac 4 Oud (105855),AND,reset bij IMRT 2x,-,18/05/2010,0
,Acuut,,Linac 2 Oud (105888),CHT,"Doorsturen velden gaat niet altijd soepel. Vorige veld blijft hangen. We moeten regelmatig programma afsluiten en weer opstarten. Komt per uur een aantal keer voor. Dit komt voor als het vorige veld niet afgestraald is, maar er wel confirmed is.",-,18/05/2010,0
,Acuut,Tafel,Linac 1 Oud (105672),INV,Bij de start van de bestraling versprong het getal van de long. verchuiving waardoor deze rood werden we niet konden stralen. Daarna liep Visir vast.,-,17/05/2010,0
,Acuut,,Linac 2 Oud (105888),BRR,geen beeld op monitor binnen in de bestralingsruimte,-,17/05/2010,0
,Acuut,,Linac 2 Oud (105888),AVN,prf en chk melding,-,14/05/2010,0
,Acuut,,Linac 2 Oud (105888),AVN,"hapering tijdens stralen (door leaf), klein veld, gantry posterior",-,14/05/2010,0
,Acuut,,Linac 2 Oud (105888),AVN,Leave problemen bij kleine velden,-,14/05/2010,0
,Acuut,Versneller,Linac 4 Oud (105855),GHJ,8x dose rate error bij 6MV,-,14/05/2010,0
,Acuut,Versneller,Linac 2 Oud (105888),IBO,4x Dose rate error + reset required bij opstarten,-,12/05/2010,0
,Acuut,visir,Linac 2 Oud (105888),AVN,interface,-,11/05/2010,0
,,LCS,,,,,,
,Acuut,Versneller,Linac 4 Oud (105855),PDB,Reset required na 7 ME gantry 260 (2 X),-,11/05/2010,0
,Acuut,TCSA,Linac 2 Oud (105888),BRR,ext.term.,-,11/05/2010,0
,Acuut,Versneller,Linac 2 Oud (105888),JEK,"reset req bij opstarten, meerdere keren, 6 MV [Opstartprobleem]",-,11/05/2010,0
,Acuut,Versneller,Linac 4 Oud (105855),JEK,"reset req bij opstarten 6MV, meerdere keren! [Opstartprobleem]",-,11/05/2010,0
,Acuut,Incidenteel,Linac 1 Oud (105672),IBO,1 V ref,-,10/05/2010,0
,,Versneller,,,,,,
,Acuut,Tafel,Linac 4 Oud (105855),JEK,"TCSA, Table clutch",-,10/05/2010,0
,Acuut,Tafel,Linac 2 Oud (105888),MAL,"Verschuiving in visir verloopt af en toe gedurende de bestraling. Zomaar van -1,2 naar -1,4 tijdens de bestraling.",-,10/05/2010,0
,Acuut,visir,Linac 4 Oud (105855),IBO,Array reference out of bounds (Visir),-,08/05/2010,0
,Acuut,Iview,Linac 2 Oud (105888),AVN,wit streepje in epi paneel,-,07/05/2010,0
,Acuut,Versneller,Linac 1 Oud (105672),KAS,Bend Mag V kortsluiting,-,06/05/2010,1
,Acuut,Overig,Linac 2 Oud (105888),AVN,camera`s doen het niet geen spanning op de voedingskabel van het 4in1 beeldscherm,-,04/05/2010,0
,Acuut,Versneller,Linac 1 Oud (105672),IBO,2T Err,-,03/05/2010,0
,Acuut,visir,Linac 2 Oud (105888),PDB,communication error,-,03/05/2010,0
,,LCS,,,,,,
,Acuut,Versneller,Linac 1 Oud (105672),JEK,LOW WATER PRESSURE,-,27/04/2010,0
,Acuut,,Linac 1 Oud (105672),IBO,Low water pressure,-,26/04/2010,0
,Acuut,,Linac 4 Oud (105855),HHS,htcb,-,23/04/2010,0
,Acuut,Versneller,Linac 2 Oud (105888),HIZ,"2R en nog wat, reset required",-,19/04/2010,0
,Acuut,Versneller,Linac 4 Oud (105855),IBO,2R Err/uniformity/dose rate enz!,-,12/04/2010,0
,Acuut,,Linac 4 Oud (105855),KAS,High water pressure,-,08/04/2010,0
,Acuut,versnellerkop,Linac 4 Oud (105855),KVI,MLC not ready,-,07/04/2010,0
,Acuut,,Linac 4 Oud (105855),ANR,"telkens resets required, al 3 keer vanochtend",-,26/03/2010,0
,Acuut,visir,Linac 1 Oud (105672),AVN,"MLC foutmelding, rode balk en uitroeptekens in scherm",-,19/03/2010,0
,Acuut,Versneller,Linac 4 Oud (105855),GVR,reset required bij melding gantry demand,-,15/03/2010,0
,Acuut,Versneller,Linac 4 Oud (105855),IBO,Bend.Mag V + reset required,-,15/03/2010,0
,,versnellerkop,,,,,,
,Acuut,Tafel,SIM 1,MKV,Het pookje van de long/lat tafelbeweging aan gantry 90 kant blijft hangen.,-,11/03/2010,0
,Lange termijn,Versneller,Linac 4 Oud (105855),AND,gantry demand,-,10/03/2010,0
,Lange termijn,Tafel,Linac 2 Oud (105888),BRR,Verspringen van tafelpositie als laboranten al in de bedieningsruimte zijn. In dit geval was het de hoogte. Balk aan 90 graden kant zit te los.,-,08/03/2010,0
,Acuut,Versneller,Linac 4 Oud (105855),MAL,Seg timer,-,03/03/2010,0
,Acuut,visir,Linac 4 Oud (105855),GVR,visir loopt vast zonder dat de linac een melding geeft,-,03/03/2010,0
,Acuut,Versneller,Linac 4 Oud (105855),GVR,"binnen in de bestralingsruimte tijdens het draaien van de gantry loopt de linac vast, wil niet verder draaien en moeten dan eerst een reset required geven",-,03/03/2010,0
,Acuut,Versneller,Linac 2 Oud (105888),GVR,dose rate error,-,25/02/2010,0
,Acuut,Versneller,Linac 1 Oud (105672),KIC,communication error. Eerste patient en nu al 7x een communication error gehad,-,17/02/2010,0
,,visir,,,,,,
,Acuut,,Linac 2 Oud (105888),JOM,reset requiered,-,15/02/2010,0
,Acuut,Versneller,Linac 4 Oud (105855),GVR,dose rate error bij op statren 6MV [opstartverschijnsel],-,15/02/2010,0
,Acuut,,Linac 2 Oud (105888),PDB,Gupta SQL window/ Error 0 x 800706b/ error explanation not available/,-,11/02/2010,0
,Acuut,Software,Linac 4 Oud (105855),KAS,"Low disk space (C:) bij elk gebruik van Theraview, dus bij alle Epi`s Hoe lang gaat dit nog goed?",-,11/02/2010,0
,Preventief,Overig,Linac 4 Oud (105855),PMH,"low disk space (theraviewpc) you are running out of disk space on Local Disk (C:) To free space on this drive by deleting old or unnecessary files, click here...",-,11/02/2010,0
,,Software,,,,,,
,Acuut,Versneller,Linac 4 Oud (105855),KVI,MLC not ready,-,08/02/2010,0
,Acuut,Overig,Linac 2 Oud (105888),THK,theraview communiceert niet met de printer! Al de hele ochtend niet. [Opstartvolgorde fout],-,02/02/2010,0
,,Software,,,,,,
,Acuut,LCS,Linac 4 Oud (105855),JEK,melding op scherm linac: your system is low on virtual memory. Windows is increasing the size of your virtual memory paging file. During this process memory request may be denied. Windows lost dit zelf op.,-,02/02/2010,0
,Acuut,visir,Linac 2 Oud (105888),IBO,"Visir reageerde niet meer, vervolgens communication error. Programma`s opnieuw opgestart.",-,27/01/2010,0
,,LCS,,,,,,
,Acuut,Versneller,Linac 2 Oud (105888),KIC,uniformity met reset required,-,27/01/2010,0
,Acuut,Versneller,Linac 4 Oud (105855),WVD,"gantry demand, 4 keer reset gegeven. Bij draaien van de gantry elke keer opnieuw een reset nodig.",-,25/01/2010,0
,Acuut,Versneller,Linac 4 Oud (105855),GVR,dose rate error bij opstarten 6MV,-,18/01/2010,0
,Acuut,visir,Linac 4 Oud (105855),GHJ,Serious communication error,-,14/01/2010,0
,Acuut,Overig,Linac 2 Oud (105888),BRR,muis in bestralingsruimte werkt niet,-,12/01/2010,0
,Acuut,Versneller,Linac 1 Oud (105672),HIZ,"mlc not ready, lost leaf",-,11/01/2010,0
,Acuut,,Linac 1 Oud (105672),HIZ,velden die al klaar zijn zijn zijn nog te zien in visir; al je ze kiest komt er alsnog een melding dat je ze niet stralen kan,-,08/01/2010,0
,Acuut,Iview,Linac 1 Oud (105672),HPW,iview ;strepen op de beelden,-,05/01/2010,0
,Acuut,Versneller,Linac 2 Oud (105888),GVR,dose rate error bij opstarten 6MV [opstartverschijnsel],-,04/01/2010,0
,Acuut,,Linac 2 Oud (105888),PDB,"HTCB meerdere keren, computer loopt vast icomfx-failure",-,24/12/2009,0
,Acuut,visir,Linac 4 Oud (105855),KIC,Op de kop af 36x communication error... ZUCHT....,-,23/12/2009,0
,Acuut,,Linac 4 Oud (105855),GHJ,reset required,-,23/12/2009,0
,Acuut,versnellerkop,Linac 1 Oud (105672),HIZ,epi paneel blijft piepen na botsing,-,18/12/2009,0
,Acuut,versnellerkop,Linac 1 Oud (105672),HIZ,"motor mlc kapot, heeft gerard gerepareerd",-,18/12/2009,0
,Acuut,,Linac 2 Oud (105888),MVR,Beeld van de linker (visir) monitor verdween opeens. Opnieuw opgestart.,-,11/12/2009,0
,Acuut,Incidenteel,Linac 4 Oud (105855),AND,callibration function demand,-,09/12/2009,0
,Acuut,Versneller,Linac 1 Oud (105672),AVN,Low Water Pressure,-,07/12/2009,0
,Acuut,visir,Linac 4 Oud (105855),KIC,"communication errors + Visir heel erg traag backup problemen, 1 backup ging mis daarna ging de rest ook mis omdat er 1tje nog open stond. er blijft een venster op de server openstaan als er een backupfout optreed.",-,02/12/2009,0
,Acuut,Versneller,Linac 1 Oud (105672),gerard,Lampje van de afstandsmeter stuk,-,30/11/2009,0
,Acuut,Versneller,Linac 4 Oud (105855),IBO,HT Crowbar,-,24/11/2009,0
,Acuut,,Linac 4 Oud (105855),THK,Melding HT crowbar -> wel gewoon door kunnen stralen. TK,-,20/11/2009,0
,Acuut,Incidenteel,Linac 4 Oud (105855),MVR,reset required,-,18/11/2009,0
,Acuut,Software,Linac 1 Oud (105672),JOM,epi`s zijn streperig,-,13/11/2009,0
,,Iview,,,,,,
,Acuut,Overig,CT-SIM,henry,LASER niet Haaks,-,12/11/2009,0
,Acuut,,Linac 1 Oud (105672),JOM,"na 1 veld stralen stopte visir ermee, uitgelogd en opnieuw opgestart",-,03/11/2009,0
,Acuut,,Linac 4 Oud (105855),HIZ,Icom link x failure,-,03/11/2009,0
,Acuut,Versneller,Linac 4 Oud (105855),HIZ,na instellen e-veld was de veldgrootte niet correct leaf too narrow=> Henry gebeld,-,27/10/2009,0
,Acuut,,Linac 4 Oud (105855),ANR,bij gebruik 20 x 20 tubus past veldgrootte zich niet aan.,-,27/10/2009,0
,Acuut,Versneller,Linac 2 Oud (105888),BRR,prf,-,27/10/2009,0
,Acuut,Software,Linac 4 Oud (105855),HIZ,vrijgave Software probleem... connectie met server LOST we kunnen gewoon doorstralen????,-,27/10/2009,0
,,Overig,,,,,,
,Acuut,,Linac 4 Oud (105855),GVR,communication error,-,27/10/2009,0
,Acuut,Versneller,Linac 2 Oud (105888),BRR,Gantry rem gaf ruis op andere signalen. idem snapper error. zie snapper error mag.fil v. mon.,-,23/10/2009,1
,Acuut,Versneller,Linac 2 Oud (105888),BRR,gantry rem geeft interferentie op een paar signaalkabels. zodra de ASU losgelaten wordt komt of snapper error or mag fil v mon. zie mag. fil v. mon snapper error,-,23/10/2009,1
,Acuut,Versneller,Linac 2 Oud (105888),THK,"bandkabel probleem + een probleem met de optisch koppeling voor het thyratron puls systeem. 2x PRF Melding -> bestraling wel gegeven, ging vanzelf",-,22/10/2009,0
,Acuut,,Linac 4 Oud (105855),IBO,MLC not ready + reset required,-,21/10/2009,0
,Acuut,,Linac 2 Oud (105888),IBO,En nogmaals 2x dose rate error + reset,-,19/10/2009,0
,Acuut,,Linac 2 Oud (105888),IBO,Muis binnen in bunker werkt niet.,-,19/10/2009,0
,Acuut,,Linac 2 Oud (105888),IBO,Dose rate error 6 MV + reset required,-,19/10/2009,0
,Acuut,Versneller,Linac 2 Oud (105888),KIC,4x achter elkaar dose rate error bij instralen (opwarm probleem),-,14/10/2009,0
,Preventief,Versneller,Linac 4 Oud (105855),REH,gantry stop,-,09/10/2009,0
,Acuut,,Linac 2 Oud (105888),GVR,dose rate error,-,09/10/2009,0
,Acuut,,Linac 2 Oud (105888),HPW,uitvallen theraview versie 4 licensie probleem,-,08/10/2009,0
,Acuut,,Linac 2 Oud (105888),GVR,dose rate error drie keer in 1 bundel 6 MV tijdesn opstarten,-,07/10/2009,0
,Acuut,,Linac 4 Oud (105855),GVR,reset required bij gantrystop tijdens veld van 15MV,-,05/10/2009,0
,Acuut,,Linac 2 Oud (105888),AVN,settings not confirmed,-,05/10/2009,0
,Acuut,Versneller,Linac 2 Oud (105888),CHT,Accessery changed. Wilde niet starten. Veld opnieuw gedownlowed. Daarna konden we verder.,-,05/10/2009,0
,,Overig,,,,,,
,,visir,,,,,,
,,Tafel,,,,,,
,Acuut,Software,Linac 2 Oud (105888),THK,theraview heeft geen lisence meer,-,02/10/2009,0
,,Overig,,,,,,
,Acuut,,Linac 2 Oud (105888),THK,"na elk veld, bij een imrt patient, in visir download current beam failed. Opnieuw veld aangeklikt en verder gegaan en een paar keer uit visir gegaan.",-,02/10/2009,0
,Acuut,visir,Linac 2 Oud (105888),BRR,"sinds vorige week zijn alle pasfoto`s op het scherm verdwenen, dat is niet handig als je twee patienten met dezelfde achternaam hebt. willen jullie dit even herstellen.",-,28/09/2009,0
,Acuut,Versneller,Linac 4 Oud (105855),HIZ,1 V ref,-,28/09/2009,0
,Acuut,Overig,Linac 1 Oud (105672),HPW,Niet de juiste printer geselecteerd. hplaserjet1300 is niet meer te selecteren. HELP,-,24/09/2009,0
,,Software,,,,,,
,Acuut,Tafel,Linac 2 Oud (105888),JEK,balk rechterzijde zakt vanzelf naar beneden!,-,24/09/2009,0
,Acuut,Versneller,Linac 2 Oud (105888),GVR,3x dose rate error bij opstarten 6mv,-,23/09/2009,0
,Acuut,Overig,Linac 1 Oud (105672),HPW,lage lasers niet oke,-,22/09/2009,0
,Acuut,versnellerkop,Linac 1 Oud (105672),HPW,MU out of tolerance,-,22/09/2009,0
,Acuut,Versneller,Linac 1 Oud (105672),HPW,communication error,-,22/09/2009,0
,,visir,,,,,,
,,LCS,,,,,,
,Acuut,Incidenteel,Linac 1 Oud (105672),PDB,"interface communication error tijdens het instralen, opnieuw opgestart,",-,21/09/2009,0
,Acuut,visir,Linac 1 Oud (105672),PDB,"scherm(visir) valt weg, straalt wel gewoon. Met interrupt gestopt.Met rode knop opgelost. In visir ME`s aangepast.",-,18/09/2009,0
,Acuut,Overig,Linac 1 Oud (105672),JSP,"In de kopcamera zit een vervelende rode streep, die lijkt op de toplaser (maar het niet is!). Hierdoor ontstaat verwarring over de juiste positie van de patient. Dit schijnt al gemeld te zijn, maar er is nog steeds niks aan gedaan. Mede namens het Li",-,14/09/2009,0
,Acuut,Versneller,Linac 2 Oud (105888),GVR,dose rate error,-,14/09/2009,0
,Acuut,LCS,Linac 2 Oud (105888),GVR,3x communication error,-,10/09/2009,0
,,visir,,,,,,
,Acuut,Overig,Linac 1 Oud (105672),JOM,printer maakt donkere vegen aan de zijkant van papier,-,08/09/2009,0
,Preventief,visir,Linac 4 Oud (105855),REH,"problemen met doorstuuren van het nieuwe veld, na het geven van alle me`s kwam het nieuwe veld niet vrij. Reset motors",-,07/09/2009,0
,,LCS,,,,,,
,Acuut,,Linac 4 Oud (105855),AVN,"mlc not ready, lampje op gantry kop brandt, daarna reset req. en daarna mlc not ready, visir `hangt`",-,07/09/2009,0
,Acuut,Versneller,Linac 4 Oud (105855),GVR,HTconK,-,07/09/2009,0
,Acuut,,Linac 4 Oud (105855),GVR,reset required bij mlc not ready,-,07/09/2009,0
,Acuut,Versneller,Linac 2 Oud (105888),BRR,snapper error,-,02/09/2009,0
,Acuut,Overig,Linac 2 Oud (105888),MAL,sagging corretion epi paneel.,-,01/09/2009,0
,,Software,,,,,,
,Acuut,Versneller,Linac 4 Oud (105855),GVR,dose rate error,-,31/08/2009,0
,Acuut,Tafel,Linac 4 Oud (105855),GVR,tafel lateraal haperrt,-,31/08/2009,0
,Acuut,versnellerkop,Linac 4 Oud (105855),AVN,lost leaf x1 2nd refl search,-,28/08/2009,0
,Acuut,,Linac 1 Oud (105672),WVD,"epi paneel hapert, begint te piepen tijdens draaien gantry. Daarna konden we 5 minuten niets doen, ineens stopte het piepen, epi paneel even uit en ingeklapt. Daarna verder gegaan. Storingsnummer was even niet te bereiken.",-,26/08/2009,0
,Acuut,Versneller,Linac 4 Oud (105855),KIC,HT C.B,-,26/08/2009,0
,Acuut,,Linac 4 Oud (105855),GVR,reset required met melding bending coarse,-,25/08/2009,0
,Acuut,visir,Linac 4 Oud (105855),AVN,vastlopen visir,-,24/08/2009,0
,Acuut,Versneller,Linac 2 Oud (105888),CHT,Wig is eruit maar wil daarna niet verder stralen en blijft dus hangen. Vanaf 8.00 uur tot aan 11.15 uur zo`n 8 keer voorgekomen.,-,24/08/2009,0
,Acuut,visir,Linac 2 Oud (105888),MAL,Visir loopt vast bij IMRT.,-,21/08/2009,0
,Acuut,visir,Linac 2 Oud (105888),MAL,Visir loopt vast en is heel erg traag,-,20/08/2009,0
,Acuut,,Linac 2 Oud (105888),BRR,room doors 3,-,19/08/2009,0
,Acuut,,Linac 2 Oud (105888),BRR,"Er is een schurend geluid als we de tafel heen en weer schuiven,en een piepgeluid(piepende rem lijkt het op). Dan de deur, deze maakt een kreunend geluid, net of het binnenkort is afgelopen",-,11/08/2009,0
,Acuut,,Linac 2 Oud (105888),BRR,SEG TIMER,-,07/08/2009,0
,Acuut,Iview,Linac 2 Oud (105888),JOM,"We zien soms op de epi-plaatjes een witte streep, dit is hinderlijk.",-,06/08/2009,0
,Acuut,Software,Linac 2 Oud (105888),MAL,"Bij IMRT liep visir vast, hierbij is een veld niet geregistreerd, maar wel gegeven. Door oplettendheid is er voorkomen dat het veld nog is gegeven is.",-,05/08/2009,0
,Acuut,,Linac 2 Oud (105888),MAL,Het rechter bedieningspaneel dat aan de tafel zit (gezien vanaf het voeteneinde van de tafel) vertraagt. Dit is alleen het geval als je de tafel in de lengte (longitudinaal) verschuift.,-,03/08/2009,0
,Acuut,,Linac 2 Oud (105888),BRR,"HET VERLENGSTUK AAN DE TAFEL( NORMAAL ZIT DIT AAN HET VOETENEIND)MAAR BIJ IMRT GEBRUIKEN WIJ DAT AAN HET HOOFDEINDE.DAT VERLENGSTUKJE KRIJGEN HAAST NIET MEER AAN DE TAFEL,HET GAAT WEL ZO VRESELIJK MOEILIJK!! WILLEN JULLIE HIER A.U.B. WAT AAN DOEN",-,22/07/2009,0
,Acuut,Iview,Linac 2 Oud (105888),KVI,Vizir loopt vast bij IMRT. Afgesloten en opnieuw opgestart.,-,22/07/2009,0
,,Versneller,,,,,,
,,visir,,,,,,
,Acuut,Incidenteel,Linac 4 Oud (105855),BBC,2r errrrrrror,-,20/07/2009,0
,Acuut,Incidenteel,Linac 2 Oud (105888),JOM,"nog geen storing gehad vandaag, klopt dat wel?",-,17/07/2009,0
,Acuut,Incidenteel,Linac 2 Oud (105888),BRR,DE MUIS IN DE BESTRALINGSRUIMTE WERKT NIET !!!,-,13/07/2009,0
,Acuut,,Linac 4 Oud (105855),GVR,htcb,-,13/07/2009,0
,Acuut,Versneller,Linac 2 Oud (105888),REH,bending fine,-,01/07/2009,0
,Acuut,Iview,Linac 4 Oud (105855),BBC,Op EPI`s zijn vakken te zien.,-,25/06/2009,0
,Acuut,Versneller,Linac 2 Oud (105888),KVI,read interfase error,-,25/06/2009,0
,Acuut,,Linac 2 Oud (105888),AVN,geeft na elke veld een foutmelding (visir),-,08/06/2009,0
,Acuut,,Linac 2 Oud (105888),AVN,system error/failed error,-,08/06/2009,0
,Acuut,Overig,Linac 4 Oud (105855),ST2,Sagging correction failed,-,05/06/2009,0
,,Software,,,,,,
,,Iview,,,,,,
,Preventief,,Linac 2 Oud (105888),GHJ,"WIGMELDING BIJ VELD ZONDER WIG, COLLIMATOR ALLEN TE DRAAIEN BIJ DICHTE DEUR, TERMINATED FAULT(3x), EEA IN CLUSTERS",-,03/06/2009,0
,Acuut,Versneller,Linac 2 Oud (105888),BRR,seg timer,-,26/05/2009,0
,Acuut,versnellerkop,Linac 2 Oud (105888),AVN,reflector too narrow reset required,-,26/05/2009,0
,Acuut,,Linac 2 Oud (105888),BRR,"HET VERLENGSTUKJE VAN DE TAFEL GAAT ZEER STROEF!! KAN DAAR MISSCHIEN WAT AAN GEDAAN WORDEN? GERARD HEEFT ER AL VET AANGESMEERD, MAAR DAT HELPT MAAR HEEL EVEN,JE KRIJGT HET DING MOELIJK VAN DE TAFEL EN OOK WEER MOEILIJK AAN DE TAFEL.",-,25/05/2009,0
,Acuut,,Linac 2 Oud (105888),BRR,SEG TIMER,-,25/05/2009,0
,Acuut,,Linac 4 Oud (105855),IBO,T/T stp.,-,20/05/2009,0
,Acuut,,Linac 4 Oud (105855),IBO,Dose rate error bij opstarten 6MV,-,18/05/2009,0
,Acuut,,Linac 2 Oud (105888),JOM,reset req. shutt mon.,-,15/05/2009,0
,Acuut,versnellerkop,Linac 2 Oud (105888),KIC,Shutt mon bij IMRT,-,14/05/2009,0
,Acuut,,Linac 4 Oud (105855),GVR,M.fil Vmon en reset required toestel is uitgegaan en reset required doet ie niet,-,12/05/2009,0
,Acuut,,Linac 2 Oud (105888),GVR,iview geeft melding dat door electronica gestraald wordt terwijl panel niet uitgeklapt is,-,11/05/2009,0
,Acuut,Iview,Linac 1 Oud (105672),GVR,Iview geeft foutmelding dat er door electronica gestraald wordt. Dit terwijl velden niet te lang zijn en panel helemaal uitgeschoven is. Verder soms als panel helemaal niet uitgeklapt is,-,08/05/2009,0
,Acuut,Software,Linac 4 Oud (105855),MAL,Inter-face,-,07/05/2009,0
